timestamp,value
1613140363.346, 3342311424
1613140383.346, 3339374592
1613140403.346, 3342200832
1613140423.346, 3342360576
1613140443.346, 3341721600
1613140463.346, 3342376960
1613140483.346, 3342413824
1613140503.346, 3342356480
1613140523.346, 3341643776
1613140543.346, 3340926976
1613140563.346, 3342405632
1613140583.346, 3341090816
1613140603.346, 3340861440
1613140623.346, 3340824576
1613140643.346, 3341393920
1613140663.346, 3342336000
1613140683.346, 3342405632
1613140703.346, 3340853248
1613140723.346, 3337379840
1613140743.346, 3342454784
1613140763.346, 3342290944
1613140783.346, 3342360576
1613140803.346, 3339890688
1613140823.346, 3342180352
1613140843.346, 3341086720
1613140863.346, 3342290944
1613140883.346, 3341205504
1613140903.346, 3340816384
1613140923.346, 3342340096
1613140943.346, 3342372864
1613140963.346, 3342254080
1613140983.346, 3340902400
1613141003.346, 3342127104
1613141023.346, 3341381632
1613141043.346, 3341422592
1613141063.346, 3342372864
1613141083.346, 3340926976
1613141103.346, 3341357056
1613141123.346, 3342163968
1613141143.346, 3341287424
1613141163.346, 3342344192
1613141183.346, 3342180352
1613141203.346, 3342344192
1613141223.346, 3342446592
1613141243.346, 3342319616
1613141263.346, 3342352384
1613141283.346, 3342336000
1613141303.346, 3337211904
1613141323.346, 3340939264
1613141343.346, 3339104256
1613141363.346, 3341348864
1613141383.346, 3342430208
1613141403.346, 3342336000
1613141423.346, 3340947456
1613141443.346, 3342278656
1613141463.346, 3339390976
1613141483.346, 3340271616
1613141503.346, 3341418496
1613141523.346, 3342274560
1613141543.346, 3341533184
1613141563.346, 3342376960
1613141583.346, 3342323712
1613141603.346, 3342356480
1613141623.346, 3340816384
1613141643.346, 3340075008
1613141663.346, 3340709888
1613141683.346, 3339137024
1613141703.346, 3342262272
1613141723.346, 3340648448
1613141743.346, 3339436032
1613141763.346, 3342209024
1613141783.346, 3342082048
1613141803.346, 3342118912
1613141823.346, 3342323712
1613141843.346, 3342483456
